locus_tag,gene,COG Class,COG category,prophage gene,strand,frame,start,stop,regulation,product,BKE#,RF_ErmR_LB37oC,nRF_ErmR_LB16oC,nRF_ErmR_glucose complete,nRF_ErmR_glucose+NH4+,nRF_ErmR_LB52oC,nRF_ErmR_LB22oC,nRF_ErmR_MC,nRF_ErmR_competence medium,nRF_ErmR_glucose+glutamine,nRF_ErmR_glucose+glutamate,nRF_ErmR_glucose+ornithine,nRF_ErmR_glucose+adenine,nRF_ErmR_glucose+malate+NH4+,nRF_ErmR_malate+NH4+,nRF_ErmR_pyruvate+NH4+,nRF_ErmR_fructose+NH4+,nRF_ErmR_glycerol+NH4+,nRF_ErmR_gluconate+NH4+,nRF_ErmR_succinate+glutamate,nRF_ErmR_glucose+nitrate,BKK#,RF_KanR_LB37oC,nRF_KanR_LB16oC,nRF_KanR_glucose complete,nRF_KanR_glucose+NH4+,nRF_KanR_LB52oC,nRF_KanR_LB22oC,nRF_KanR_glucose+glutamine,nRF_KanR_glucose+glutamate,nRF_KanR_glucose+ornithine,nRF_KanR_glucose+adenine,nRF_KanR_glucose+malate+NH4+,nRF_KanR_malate+NH4+,nRF_KanR_pyruvate+NH4+,nRF_KanR_fructose+NH4+,nRF_KanR_glycerol+NH4+,nRF_KanR_gluconate+NH4+,nRF_KanR_succinate+glutamate,nRF_KanR_glucose+nitrate
BSU04200,ydaE,G,carbohydrate transport and metabolism, ,leading,1,472585,473088,SigB.,D-lyxose isomerase,BKE04200,1.014746184,1.033483164,1.038384367,1.063389356,1.017890118,0.803029339,1.107143497,0.939517146,1.133624866,1.030514809,1.077926123,1.082301934,1.066094874,1.118167456,1.094019021,1.048771167,1.286161216,0.873519343,1.106864146,1.172064855,BKK04200,1.097111567,0.900220662,0.992528919,0.956770906,0.919132233,0.969359245,1.013997192,1.017353174,1.021036935,0.85005643,0.958390351,0.969857185,0.950651885,0.96982105,1.111871662,0.890801079,1.040446974,0.92304567
BSU04210,ydaF,J,"translation, ribosomal structure and biogenesis", ,leading,1,473174,473725,SigB.,putative ribosomal protein N-acetyltransferase,BKE04210,0.934294477,0.98924272,0.933890014,1.045932098,1.071620906,0.906471935,0.992678928,1.040097042,1.12825259,0.985840997,1.057633794,1.145827158,1.075468939,1.066767425,1.067360844,1.108219131,0.397378771,1.144298423,1.136647881,1.19431482,BKK04210,1.012851794,0.888361595,0.968588131,1.012272642,0.982776397,0.952065155,1.135661293,1.111429774,1.089641003,0.96479872,0.913421053,0.998754404,1.055602157,0.992964437,1.108829867,0.94281638,1.0400967,0.975509261
BSU04220,ydaG,R,general function prediction only , ,leading,1,473803,474225,SigB.,putative general stress protein,BKE04220,0.982499267,1.12902323,0.943540882,1.007961065,1.002323947,0.903374791,0.968322063,1.011890254,1.022837174,1.224714566,0.90328812,0.947739247,1.031253598,1.110744475,0.833173321,1.123247033,0.419290238,1.213871645,0.90559612,0.986321717,BKK04220,1.05531225,0.814646649,1.001546189,0.989867797,1.001194785,1.025992712,1.000216306,1.088664806,1.168420244,0.980126024,1.006914821,1.172248274,1.135899416,1.070486906,1.034655418,0.975756873,1.045443116,0.993647374
BSU04230,ydaH,,, ,leading,1,474731,475540,SigM.,putative integral inner membrane protein,BKE04230,1.01370577,0.891276817,0.920857969,0.934266627,1.049221849,0.942714505,0.930252054,0.938906188,0.886417783,0.964879343,0.973275852,1.08514548,0.945454788,0.902751952,1.095815919,0.953028064,1.171488681,0.851779803,0.95382484,0.892840219,BKK04230,1.09108173,0.921477477,0.958895235,0.879347743,0.914821085,0.89696104,0.85375432,0.877954213,0.899019672,1.009578444,0.986745853,0.893823019,1.118436693,1.023107193,0.893727898,0.955690226,1.050982591,1.140003716
BSU04240,ydzA,,, ,lagging,-1,475584,475874,..,conserved hypothetical protein,BKE04240,0.792567371,1.296008098,0.897757348,1.198701404,1.320707613,1.310909895,1.11787426,1.114839777,1.45729039,1.325618358,1.433101833,1.489168157,1.214470255,1.292568944,1.496874831,1.388229923,0.731766599,1.334466565,1.480443048,1.336488834,BKK04240,1.020936781,0.894725339,0.962481803,0.969240929,0.992331559,1.024032432,0.928611101,0.940557955,1.014476381,0.911074303,0.939178258,0.98399928,1.056775635,1.15153099,1.049721417,1.047899028,1.2004303,1.042216713
BSU04250,lrpC,K,transcription, ,leading,1,476059,476493,..,transcriptional regulator (Lrp/AsnC family),BKE04250,0.922491327,1.065047492,1.012991008,1.01724934,1.075655126,0.930741035,1.104350559,1.042009286,1.335269951,1.107116546,1.219987262,1.247999752,1.092049901,1.192552015,1.202152943,1.228540584,0.625246094,1.120871225,1.2413414,1.259300744,BKK04250,0.975188357,1.139212182,1.026640392,0.932402055,1.055380482,1.184971223,1.071975333,1.06159531,1.233576154,0.980424396,1.032892127,1.006780893,1.059684672,0.984149217,1.045886476,1.003221079,1.171586167,1.047442939
BSU04260,topB,L,"replication, recombination and repair", ,leading,1,476558,478741,..,DNA topoisomerase III,BKE04260,1.002198604,1.144573,0.935524918,0.967188339,1.124721856,0.768064925,0.78696368,0.89799197,1.06274811,1.056915,1.058283962,1.001862404,0.990211666,1.015237186,1.044946397,1.027718127,1.15789456,1.031011714,1.030817607,1.297218286,BKK04260,1.075360276,1.088788646,1.146975396,0.960654226,0.9306966,1.122428153,1.008236448,1.046487729,0.92411035,1.142834502,1.10065685,0.949744884,0.98768499,0.966620579,1.042402918,0.996950289,0.99837683,0.997680726
BSU04270,ydaJ,,, ,leading,1,478944,480032,..,putative glycosyl hydrolase lipoprotein,BKE04270,1.018049463,1.294471475,0.969962193,1.002615955,0.964480512,0.992091934,1.05183996,0.905116424,1.136134652,1.047507955,1.012157208,1.106621573,1.049533326,1.063644771,1.0682208,1.009736433,0.361858426,0.996948759,1.15689397,1.103052945,BKK04270,0.886934102,0.798940442,0.845865303,1.089022098,1.13236085,0.910683649,1.13311072,1.082131588,1.271664303,1.094895985,0.938575031,1.013543884,1.108996903,1.161975703,1.179065124,1.046369619,1.041482303,1.000118274
BSU04280,ydaK,T,signal transduction mechanisms , ,leading,1,480013,480864,..,putative cyclic-di-GMP receptor,BKE04280,0.958934685,1.581052082,1.017073855,1.023758973,1.004232428,1.067143871,1.170316345,0.992925337,1.247469177,1.166398487,1.207614183,1.204660913,1.09507835,1.210145723,1.142118045,1.104297698,0.941754325,0.950617974,1.196593914,1.208804978,BKK04280,1.100711749,1.015953068,1.038397891,0.855264297,0.85732677,0.98639899,0.897381697,0.917549594,0.948564382,0.876400967,0.9221437,0.935190636,0.859099533,0.935778192,1.004771399,0.875689258,0.982543327,0.822188661
BSU04290,ydaL,S,function unknown, ,leading,1,480875,482584,..,conserved hypothetical protein,BKE04290,1.077950742,1.022227897,1.021410895,0.942790535,1.00944491,0.870551455,1.045141938,1.002774251,1.149899944,1.020935521,1.101167275,1.089817216,1.07157426,1.146525526,1.079794312,0.914638474,0.542023229,0.93172075,1.155654598,1.103490246,BKK04290,1.006701891,1.183857102,1.073687181,1.000482605,1.025067862,1.126597838,1.053032604,1.007729081,1.083773293,0.973242377,1.044093923,1.07280878,1.020671624,1.030980476,1.117119621,0.947569048,1.110778232,0.915840144
BSU04300,ydaM,M,cell wall/membrane/envelope biogenesis, ,leading,1,482577,483839,..,putative glycosyltransferase associated to biofilm formation,BKE04300,1.008976333,1.202329352,1.042210236,1.048138979,1.036337999,0.8371571,1.096481682,0.912057209,1.260866658,0.998785066,1.173519022,1.122938191,1.071308901,1.022396076,1.114128263,1.018795752,1.243980879,0.968179465,1.135422301,1.161975018,BKK04300,1.069159772,1.137837507,1.010399501,1.014646617,0.952491073,1.120085622,1.036180728,0.988374945,1.005022081,0.909316952,0.907191708,1.005932343,0.95709887,1.044218323,1.029860254,0.872031724,1.014777637,0.915098078
BSU04310,ydaN,,, ,leading,1,483845,485956,..,putative regulator,BKE04310,0.972958077,1.165310456,0.951372659,0.982655786,1.012057577,0.997168832,1.024165375,1.004145574,1.081978329,1.098605831,1.059206863,1.11448281,1.002672197,0.952161703,1.049717047,1.145500312,0.589524801,1.059289681,1.091184422,1.118157538,BKK04310,0.951956387,1.07581959,0.926689411,1.127569095,0.960679855,1.063761196,1.072752125,1.049981237,1.065457212,0.933763935,1.023001113,0.808954769,1.099487891,1.02867681,1.011921768,0.935244492,0.970926908,1.142247471
BSU04320,ydaO,E,amino acid transport and metabolism , ,leading,1,486432,488255,YdaO riboswitch.,putative cyclic di-AMP transporter,BKE04320,0.982297024,0.895157011,1.002707424,0.938701228,1.07801289,0.858303,0.965463284,0.913404435,1.043204156,1.110421504,1.036224118,1.022411091,1.012507117,1.0518958,1.057109508,0.993643473,0.415969846,1.110924247,1.060747121,1.029809683,BKK04320,0.901790483,1.020810509,1.0092764,1.169789885,1.084783229,1.155127522,1.148217519,1.09372757,1.225959418,1.102973433,1.04181989,1.088808806,1.109300336,1.059289653,1.209069152,1.048309721,1.144702304,0.9889414
BSU04330,mutT,L,"replication, recombination and repair", ,leading,1,488314,488763,..,putative NTP pyrophosphohydrolase,BKE04330,0.932712824,1.341705023,0.938066913,1.08808796,1.110315068,1.127374808,0.990984836,1.113192938,1.006297949,1.26379938,0.942151324,1.007924225,1.11276774,1.223243795,0.963640851,1.217050987,0.309488919,1.101238743,0.974263404,1.034498309,BKK04330,0.963006226,1.153550634,1.011590718,1.145579749,0.989351247,1.20537362,1.043286636,1.128324705,1.167794941,1.100850412,1.179484367,1.162073572,1.149412753,1.014778623,1.091570042,1.102839322,1.094625087,1.100404336
BSU04340,ydaP,E,amino acid transport and metabolism , ,leading,1,488830,490554,SigB.,pyruvate oxidase,BKE04340,0.970672371,0.994884558,0.900646939,0.999798099,1.006757236,0.842875735,0.877549841,0.889163835,0.84907113,0.955514649,0.987703862,1.092350542,0.887355404,0.965680435,1.105450741,0.993124877,0.315397381,0.927370399,0.919694426,0.909047984,BKK04340,1.086455021,0.726401859,0.932458179,0.877425286,1.043301036,1.008000511,1.009560776,1.044094097,1.133852759,1.103159754,1.006869823,0.97913411,1.283295966,1.164274643,0.999062403,1.127245473,1.19434674,1.131844363
BSU04359,ydzK,,, ,lagging,-1,490777,491043,..,putative membrane protein,BKE04359,0.878840826,0.921861545,0.881478428,1.065893962,1.074360223,0.932836451,1.046497478,1.054462684,1.185139525,1.173297415,1.195143442,1.302153896,1.050965747,1.125563766,1.309200184,1.230340502,0.427651032,1.17885969,1.221664669,1.185022659,BKK04359,1.047920193,0.873106814,0.952047971,0.889893552,1.041907356,1.030260237,0.951880196,0.940987508,1.093967576,0.933157571,0.993417593,0.965520558,1.070283724,1.150438695,1.067034986,1.089294849,1.093779141,1.013879653
BSU04360,mntH,P,inorganic ion transport and metabolism, ,lagging,-1,491147,492424,MntR_repress.,manganese transporter,BKE04360,1.071872389,0.774165833,1.014481167,0.924850058,1.02278643,1.067589543,0.846959378,0.883118989,0.944518418,0.975387726,0.965631817,0.944749773,0.917325007,1.018580408,0.958271976,1.025771577,0.88374431,0.81295541,0.841379391,1.122247675,BKK04360,0.982566533,1.787971755,1.112721416,1.004330852,0.905285063,1.377652273,1.061767629,1.029555838,0.921430795,1.284204308,1.120507338,0.971458583,0.988488852,1.013194789,1.184955456,0.979506619,0.961020241,1.008676487
BSU04370,ydaS,S,function unknown, ,lagging,-1,492654,492911,SigB.,conserved hypothetical protein,BKE04370,0.862807473,1.282433914,0.989378931,1.180401554,1.170220263,0.968665892,1.021423407,0.980269406,1.298899081,0.991871945,1.247571172,1.278181581,1.11743755,1.149333343,1.268806599,1.24803634,0.596663522,1.18680554,1.276057462,1.395044363,BKK04370,1.008783518,1.0492107,0.949971121,1.06128018,1.080784263,0.988775329,0.949817385,0.956800997,1.081492351,0.920918611,1.093581309,1.029630696,1.014177583,1.174169217,1.12890017,0.958209473,1.131884226,0.922617422
BSU04380,ydaT,S,function unknown, ,lagging,-1,492989,493441,SigB.,conserved hypothetical protein,BKE04380,1.292167141,0.603584584,0.953044415,0.834539414,0.92367135,0.650465111,0.864904385,0.737544713,0.905430512,0.886482666,0.891178722,0.911399117,0.909298196,0.953445286,0.959833027,0.855958383,0.935673521,0.729063103,0.889203952,1.106012821,BKK04380,1.027489666,1.165010812,1.139152903,1.050904905,0.989890943,1.098323818,1.04297911,1.035529788,1.004389183,1.268147122,1.082587004,1.078157768,1.079130496,1.030038216,1.21461619,1.185578301,1.018738322,1.038391628
BSU04390,ydbA,,, ,leading,1,493559,494377,..,conserved hypothetical protein,BKE04390,0.955655421,0.751782551,0.885742608,0.987086941,1.167999883,0.924723421,1.092700788,1.082652358,1.050988302,1.10541504,1.094714016,1.049425531,1.11843234,1.131475214,1.123740925,1.123576521,1.084479751,1.014359337,1.14926309,1.160923862,BKK04390,1.021243798,1.049124816,1.005612814,1.00758069,0.982530037,1.130689942,1.037078894,1.045592253,0.996028689,1.092918344,1.001506674,1.008674651,1.05615815,1.062892401,1.217644577,1.150307252,1.037772867,0.996052041
BSU04400,gsiB,S,function unknown, ,leading,1,494506,494877,SigB.SigI.,general stress protein,BKE04400,0.959169509,0.984497396,1.213022201,1.04837556,1.017988991,0.96456657,1.099031751,0.9791969,1.298297957,1.111333375,1.249287967,1.273291922,1.20303902,1.230859136,1.134539057,1.093411695,0.496190655,1.018772702,1.293245797,1.257131107,BKK04400,0.980569175,1.090532811,1.005744099,1.023763906,1.0698322,1.1473823,1.023464984,1.062479295,1.150701773,1.081298767,1.018547884,1.084683981,1.015506791,1.109288915,1.175398265,1.11199624,1.222452032,0.991185046
BSU04410,ydbB,G,carbohydrate transport and metabolism, ,leading,1,495009,495350,..,putative enzyme ; cupin family,BKE04410,1.05276616,1.036607646,1.060252754,0.969379302,0.941592846,0.937709266,1.040184588,0.94473356,1.140565203,0.993080431,1.059531775,1.089344105,1.064842818,1.133291577,1.027360824,0.94258366,0.504207411,0.993585758,1.112183352,1.157463027,BKK04410,0.995282389,1.175857419,0.984885539,1.026035845,0.982278706,1.091851804,1.028116917,1.033774725,1.229675745,1.020035764,1.08591761,1.034232559,0.998409857,1.112528926,1.10542309,1.06051077,1.131482001,0.943292752
BSU04420,ydbC,,, ,leading,1,495344,495703,..,conserved hypothetical protein,BKE04420,0.966798601,1.249220832,1.053523686,1.123639478,1.098255917,0.931745258,1.064290547,0.93066132,1.261196333,1.059124772,1.132134544,1.172858198,1.173483183,1.205391081,1.179139745,1.15662565,0.959746227,1.06547242,1.221738045,1.227548473,BKK04420,0.978958356,1.344954963,1.121034921,0.985479514,0.970588329,1.165124836,1.040612092,0.936166567,0.808496357,1.257028713,0.685934453,0.824235556,0.792827012,0.868184342,1.03303104,0.619529408,0.792424567,0.622704697
BSU04430,ydbD,P,inorganic ion transport and metabolism, ,lagging,-1,495740,496561,SigB.,putative manganese-containing catalase,BKE04430,0.780268957,1.324454666,0.983904529,1.193416383,1.16028342,1.21627218,1.247475695,1.210449155,1.103290144,1.303579788,1.129330736,1.113573349,1.289638303,1.336824639,1.118911103,1.246282104,1.278541477,1.324624983,1.273646947,1.379261333,BKK04430,1.014796231,1.016660315,0.884648475,1.012285771,1.011425431,1.059800264,1.084385142,1.083755571,1.025734175,1.051875122,0.995034555,1.054521633,1.130501415,1.126339133,1.1267696,1.107366681,1.036321629,0.993102047
BSU04440,dctB,G,carbohydrate transport and metabolism, ,lagging,-1,496646,497698,..,C4-dicarboxylate binding protein,BKE04440,0.930513124,1.017281387,0.996326102,1.068158326,0.930683092,0.902668445,1.061051113,0.949945518,1.0742147,1.089575708,1.054827983,1.125655477,1.035563286,1.123769184,1.072307903,1.041716542,1.15569426,1.064535164,0.649556213,1.045982121,BKK04440,0.976401822,0.939509102,0.902323556,1.020221449,0.997107523,1.094220045,1.10058414,1.028240955,1.083317287,1.041051411,1.084523814,1.02240566,0.997746687,1.056149552,1.075973345,1.012895018,0.527278153,1.03325383
BSU04450,dctS,T,signal transduction mechanisms , ,leading,1,497768,499375,..,two-component sensor histidine kinase,BKE04450,0.986400172,1.023797442,0.94925953,0.978584082,0.963492466,0.921651038,0.905970445,0.915658297,0.95682749,0.958943765,0.908436392,0.891318831,0.99736181,1.061134081,0.896850583,1.030974586,1.345081362,1.182309441,0.97391782,1.121026341,BKK04450,1.26472078,0.544087473,0.866045989,0.655929783,0.949269668,0.465538949,0.712964995,0.744919272,0.800384276,0.461685544,0.622198371,0.52657183,0.590949385,0.848624096,0.770109707,0.845821208,0.565041281,1.145649617
BSU04460,dctR,K,transcription, ,leading,1,499365,500045,..,two-component response regulator,BKE04460,1.051230923,1.217267956,0.981246924,0.977916874,0.975876025,1.135768796,0.825055752,0.978195939,0.889664934,1.013741067,0.868336054,0.900873414,1.030644188,1.017530977,0.793789099,1.012062453,0.584121779,0.827228987,0.471305876,0.854947127,BKK04460,1.021975251,1.003755402,1.044107557,1.051602549,0.983106075,1.023546581,1.036435492,1.082235065,1.080289819,0.985455872,1.141414076,1.094376006,1.17540404,1.014556167,1.044526086,0.978540219,0.590037273,1.01458726
BSU04470,dctP,C,energy production and conversion, ,leading,1,500166,501431,CcpA_repress.FsrA_translation inhibition,C4-dicarboxylate transport protein,BKE04470,0.917727349,0.631410543,0.978088883,1.047182709,1.175332677,1.062982949,0.985111455,1.014008412,0.870534467,1.219654583,1.027386036,1.029428969,0.939554603,1.045569706,1.122026614,1.003966597,0.182293008,1.023838263,0.477908716,0.887466829,BKK04470,1.128594908,0.925965631,0.995474804,0.830406346,1.018698651,0.910346603,0.926231636,0.813995805,0.862618133,0.932264469,0.900052185,0.833801688,1.007850236,0.931169783,0.807090369,1.026798573,0.378861415,1.023320287
BSU04480,ydbI,S,function unknown, ,leading,1,501579,502631,..,putative integral inner membrane protein,BKE04480,0.882622041,0.969303237,0.959056525,1.046759104,0.962642583,1.261549123,0.973431907,1.05894312,0.923120489,1.07017255,1.01821294,0.972295613,1.080389241,1.14208011,1.147024378,1.258282627,0.648853459,0.98925797,0.99685618,0.776368135,BKK04480,1.031299425,1.035170135,0.993579608,0.985318456,0.889333797,0.893292089,0.833395358,0.901737303,0.731630464,0.852194108,1.093120921,0.938430448,1.107177288,0.746254104,0.792061636,1.184259615,0.862739349,1.075485744
BSU04490,ydbJ,V,defense mechanisms, ,leading,1,502908,503834,..,putative ABC transporter (ATP-binding protein),BKE04490,0.932784662,0.925622705,0.872398302,0.966967057,0.933036253,1.149336529,0.935105736,0.978556493,0.813145189,1.096586479,0.922941016,1.01867912,0.951205632,0.965957948,1.106631391,1.035271784,1.014171651,1.050525456,0.987937178,0.963559858,BKK04490,0.920002249,1.055381314,0.978228736,1.033977203,1.075158133,1.119119082,1.090419129,1.134808248,1.110937116,1.192477309,1.188690137,1.039632778,1.287556355,1.215023593,1.067473041,1.192822771,1.083274998,1.279301813
BSU04500,ydbK,R,general function prediction only , ,leading,1,503854,504594,..,putative efflux ABC-transporter (permease component),BKE04500,0.933322495,1.066766782,1.011610433,1.160624995,0.979557005,1.064874542,0.93922399,1.101468714,0.894128621,1.101459779,1.176735028,1.186150261,1.2543511,1.167079795,1.095148991,1.017984991,1.058638294,0.979394852,1.093897929,1.087853398,BKK04500,0.996160771,1.1531634,1.013884422,0.977115919,0.85662392,0.889041387,0.871556588,0.979384444,0.883961995,0.710464477,0.924075125,0.998935058,0.989556841,0.880371744,0.811206198,0.956591482,0.850540841,1.043896084
BSU04510,ydbL,,, ,leading,1,504689,505024,..,conserved hypothetical protein,BKE04510,0.938142565,0.935644254,0.888862121,0.943073164,0.940971796,1.165739049,0.979907027,0.94475592,1.008727121,1.099754275,1.102762443,1.073540479,0.900053978,0.959691853,1.193192168,1.127016316,1.278828877,1.142952157,1.032474874,1.145932453,BKK04510,0.911584949,0.938170994,0.934726661,1.123990027,1.168867599,1.071505779,1.034191063,1.067953912,1.324536677,1.060190899,1.127268185,1.049246323,1.09825264,1.343307543,1.193205804,1.153451435,1.156391129,1.164841791
BSU04520,ydbM,I,lipid transport and metabolism , ,leading,1,505152,506297,CymR_repress.,putative acyl-CoA dehydrogenase,BKE04520,0.773629155,1.766332601,0.943844052,1.282553629,1.132582976,1.292486631,1.041870702,1.136987148,1.132877899,1.504774319,1.289743422,1.316092283,1.154348735,1.15177566,1.285929404,1.242792175,1.288730734,1.171715213,1.301052821,1.208512188,BKK04520,0.943858601,1.02114577,0.916936162,1.08265344,0.997180539,0.982582255,1.000776069,1.113231591,0.982365032,0.99313355,1.010383457,1.025183702,1.133928061,1.127373815,1.003089402,1.015903708,1.291929729,1.133156759
BSU04530,ydbN,,, ,lagging,-1,506322,506501,Fur_repress.,regulator of iron homeostasis,BKE04530,0.881015941,0.873155747,1.001609206,1.06867736,1.069730262,0.963098418,1.148866799,1.096851824,1.29662675,1.029540996,1.241125127,1.299402985,1.074819706,1.183447166,1.183613381,1.387182905,0.673304167,1.175559485,1.274204338,1.358717968,BKK04530,1.071582838,1.111884848,0.951660129,0.931635881,1.011482677,1.016192284,0.913263544,0.969254745,1.052294202,0.963654131,0.921360458,0.91723668,0.98743367,1.083505458,1.094228502,1.105840609,1.083953447,0.923565077
BSU04540,ydbO,P,inorganic ion transport and metabolism, ,leading,1,506866,507738,..,putative cation efflux system,BKE04540,0.89603324,1.13610193,0.979637852,1.04562072,1.208873983,1.380838258,1.028338382,1.018472056,1.240088834,1.300314009,1.210151307,1.247435808,1.113669413,1.076578707,1.171148073,1.311311174,0.812978065,1.67918172,1.195181028,1.187311207,BKK04540,0.978267628,0.996117462,0.966149491,1.010224212,0.985602236,0.993650296,1.110901109,1.08730194,1.242716809,1.322418027,0.947888838,0.953878551,1.391087929,1.312543682,1.37580901,1.253205515,1.225624259,1.13812481
BSU04550,ydbP,O,"posttranslational modification, protein turnover, chaperones ", ,lagging,-1,507753,508073,..,putative thioredoxin or thiol-disulfide isomerase,BKE04550,0.956295689,1.085355719,1.100942215,1.06360723,1.127162549,0.904084558,1.117911501,1.0123644,1.142981754,1.170589295,1.22254722,1.158650246,1.02520471,1.150100798,1.069856054,1.211484126,1.614323516,1.09890377,1.141876827,1.247762242,BKK04550,0.97256756,1.01466277,0.888208594,1.074752549,1.192335611,1.110191232,1.027085822,1.003732612,1.216184249,1.071008784,0.939835064,0.999362904,0.953818771,1.212199493,1.152817241,1.034784474,1.12112565,1.031754672
BSU04580,cshA,J,"translation, ribosomal structure and biogenesis", ,leading,1,511157,512641,..,ATP-dependent RNA helicase; cold shock,BKE04580,0.322788725,0.255474217,0.420559263,3.147971009,2.090815121,0.187949151,1.515655997,1.185668982,2.309122644,2.402328946,1.667890901,1.598610348,3.170898854,2.658309547,2.615881436,3.967439558,2.430527758,3.156336094,1.527873941,1.775551408,BKK04580,0.462239474,0.389767723,0.44184604,1.497743264,1.488604063,0.240091216,1.523497212,2.154626328,1.199476142,0.980893869,1.60957308,0.898366961,1.51856247,1.535340902,1.636470428,1.035924514,1.363917729,1.096771983
BSU04590,ydbS,S,function unknown, ,leading,1,512814,513293,SigW.,conserved hypothetical protein,BKE04590,1.039489762,1.245078867,1.018286635,0.974640338,0.991849146,0.97969735,0.944612709,0.879289364,1.091960658,0.999418404,1.1153692,1.080280782,0.944401578,0.956667348,1.09130039,0.97402537,1.402393899,1.01753155,1.092810744,1.191775429,BKK04590,0.951227132,1.107514048,0.95028904,0.990676955,1.051818493,1.287357205,1.159457994,1.092606059,1.152982311,1.108017199,0.942464354,1.015183705,1.080407004,1.021615514,1.15734738,1.065726798,1.197442157,1.01170283
BSU04600,ydbT,S,function unknown, ,leading,1,513283,514764,SigW.,conserved hypothetical protein,BKE04600,0.942816398,1.010984123,0.919175201,1.036334126,1.123470671,0.993574494,0.875633577,0.954949027,1.086956628,1.098998679,1.067572916,0.947899222,0.928525809,0.867343733,1.017507901,1.028099111,0.675779606,1.022347467,1.09211216,1.03793434,BKK04600,0.938018673,0.936613535,0.97036808,0.947016515,0.948911343,1.201731998,1.063014748,1.126435948,0.897105685,1.148844698,0.949045716,1.013760869,1.015298255,1.008889028,1.076097705,1.063802038,1.075966081,1.013850027
BSU04610,ydcA,R,general function prediction only , ,lagging,-1,515016,515615,SigE.,conserved hypothetical protein,BKE04610,0.78249781,1.209761407,0.997152599,1.239854181,1.113098406,1.1519067,1.099636384,1.134309417,1.207358001,1.180502174,1.16268321,1.167104087,1.195977383,1.280090972,1.120046388,1.265908592,1.150360717,1.287658789,1.176700009,1.134729419,BKK04610,0.804868704,1.108775723,0.965076992,1.368215188,0.993229609,1.275744017,1.216521381,1.310383559,1.147881142,1.338082163,1.108928552,1.095762409,1.117967537,1.273402784,1.307526208,1.004959039,1.161173612,1.096713786
BSU04630,ydcC,M,cell wall/membrane/envelope biogenesis, ,leading,1,516241,517257,SigE.,putative lipoprotein,BKE04630,1.002819634,1.166486576,0.995666007,1.049180866,1.1254656,0.943301452,1.017317614,0.970898479,1.145495769,1.002709715,1.123111391,1.123128782,1.106977604,1.155911444,1.12041797,1.11645877,0.956685766,1.10152598,1.119715101,1.06651859,BKK04630,0.922505143,1.024894808,0.894529757,1.132041661,1.042216073,1.092561164,1.006730461,1.073494996,0.998382831,0.99290952,1.05477075,1.042952835,1.025338261,1.177979479,1.144637182,1.19979783,1.160281288,0.860081591
BSU04650,endB,K,transcription, ,leading,1,518657,518938,..,antitoxin EndoAI,BKE04650,0.907806378,0.688014781,0.927681097,0.811326933,1.133079597,1.126345004,1.027591779,1.123629385,0.740521799,1.089963139,0.841923467,0.702619747,0.814099268,0.881607112,0.887499602,0.896664362,0.084098077,1.297927461,0.862761535,0.62897598,BKK04650,0.973447072,0.718968865,1.091112587,0.936318321,1.064324306,0.755318144,0.988771685,0.933881221,0.849878854,0.918179318,1.421237706,1.010240222,0.856115076,0.88718593,0.831402605,0.851678869,0.936975687,0.831896669
BSU04660,ndoA,T,signal transduction mechanisms , ,leading,1,518943,519293,..,endoribonuclease toxin,BKE04660,0.770053009,0.767452685,0.900415228,0.931193672,1.148427564,1.273650981,1.178763286,1.092595415,0.968102884,1.227743847,1.037534749,0.924227907,0.854804386,0.88803954,1.084526432,1.130309869,0.288100418,1.559898327,1.075464106,0.994996523,BKK04660,1.024355714,0.962048731,0.916646468,0.7425162,1.058492058,0.87294862,0.811875133,0.897199646,1.026486621,0.659459297,0.751653297,0.744581611,0.863537566,0.767360403,0.704581009,0.475967597,0.859557652,0.607818183
BSU04670,rsbRA,T,signal transduction mechanisms , ,leading,1,519408,520232,..,component of the piezosome (stressosome); positive regulation of sigma(B) activity in response to salt and heat stress,BKE04670,0.888868888,0.751309498,0.94557488,1.156162219,1.07663687,0.652687485,0.870813183,1.144356094,1.027125029,1.136686197,0.938900996,1.181244394,1.253636925,1.312415712,0.7513365,1.340185792,1.107260166,1.335921524,1.239425735,0.955291434,BKK04670,0.998880415,1.017731219,0.950227793,0.958337673,1.050611169,1.113141359,1.011052548,1.159483065,1.169884297,1.178245153,1.006909736,0.935081162,1.07070828,1.084541209,1.180262912,1.094965195,1.150860143,1.209719909
BSU04680,rsbS,T,signal transduction mechanisms , ,leading,1,520237,520602,..,antagonist of RsbT,BKE04680,0.897605397,1.041381448,0.996574349,0.977042929,1.163684669,0.768733006,0.687262217,1.048163871,0.878522375,0.740781443,0.702713952,0.576598375,1.047792696,0.642045888,0.310154471,1.063821608,0.581505315,1.250448116,0.845853316,0.477762789,BKK04680,0.976729485,0.924973185,0.93925684,1.086266767,1.150474878,1.115177765,0.889350141,1.003965061,0.9026979,0.580083834,0.787697351,0.892050313,0.625584531,0.876474376,0.713139554,0.542444517,1.110165383,0.636550959
